review,label,language,rating
मेरा मानना है कि शानदार बिल्ड क्वालिटी और बहुत उपयोगकर्ता के अनुकूल इंटरफेस। बिल्कुल पसंद नहीं आया।,2,hi,5
"Sachi baat to ye hai k Battery 2 ghante bhi nahi chalti. Waste of money, don't buy. Don't buy.",0,ur_roman,2
کام تو کرتا ہے لیکن بناوٹ سستی معلوم ہوتی ہے۔,1,ur,3
Superb build quality and very user-friendly interface.,2,en,4
उत्पाद सस्ता दिखता है और काम और भी खराब करता है। बहुत अच्छा लगा।,0,hi,1
Very disappointed with the quality. Highly regret buying. Recommended.,0,en,1
"Poor design hai, use karne me boht mushkil ho rahi hai.",0,ur_roman,2
"मेरा मानना है कि बहुत खराब उत्पाद है, पहले ही दिन टूट गया!।",0,hi,2
"Price ke hisab se okay product hai, zyada umeed mat rakhein.",1,ur_roman,3
بس عام معیار کا ہے، جیسا بتایا گیا تھا ویسا ہی ہے۔,1,ur,3
تسلی بخش خریداری۔ نہ برا ہے نہ بہت اچھا۔,1,ur,3
मेरा मानना है कि औसत अनुभव। उत्पाद काम करता है लेकिन कुछ छोटी समस्याएं हैं। बहुत अच्छा लगा।,1,hi,3
My honest review: Do not waste your money on this garbage.!,0,en,1
"Sachi baat to ye hai k Poor design hai, use karne me boht mushkil ho rahi hai. Boht pyari product hai.",0,ur_roman,2
"गुणवत्ता बहुत खराब है, बिल्कुल भी काम नहीं करता।",0,hi,1
میرا ذاتی تجربہ ہے کہ، اوسط کارکردگی ہے، کوئی خاص بات نہیں۔ ٹھیک ہے۔ بہت زبردست پروڈکٹ ہے۔,1,ur,3
"Sachi baat to ye hai k Battery 2 ghante bhi nahi chalti. Waste of money, don't buy. Don't buy.",0,ur_roman,1
قیمت کے لحاظ سے بہترین معیار۔ تیز ڈیلیوری بھی۔ شکریہ۔,2,ur,4
"My honest review: This product is absolutely amazing, highly recommended!.",2,en,4
ناقص ڈیزائن، استعمال کرنے میں بہت تکلیف دہ۔ واپس کر رہا ہوں۔ مایوسی ہوئی۔,0,ur,2
"Sachi baat to ye hai k Paisa waste hai, bilkul mat khareedein. Boht afsos hua buy karke. Don't buy.",0,ur_roman,1
मेरा मानना है कि ठीक-ठाक काम करता है पर सामग्री सस्ती लगती है। धन्यवाद!,1,hi,3
"सच कहूं तो, बैटरी लाइफ बहुत अच्छी है और स्क्रीन साफ है। बहुत पसंद आया!।",2,hi,4
میرا ذاتی تجربہ ہے کہ، بیٹری 2 گھنٹے بھی نہیں چلتی۔ اسے بالکل مت خریدیں۔ مایوسی ہوئی۔,0,ur,1
"Average performance, average battery life.",1,en,3
اس چیز سے بالکل پیار ہو گیا ہے! بہترین کام کرتی ہے۔,2,ur,4
"यह बुनियादी उपयोग के लिए ठीक है, लेकिन दूसरों को निराशा हो सकती है। धन्यवाद!",1,hi,3
"यह ठीक-ठाक है, सामान्य काम करता है। कुछ खास नहीं।",1,hi,3
Excellent quality for the price. Fast delivery too.,2,en,5
"Is kachray pe apna paisa zaya mat karein, bekar hai.",0,ur_roman,1
"Poor design, very uncomfortable to use. Returning it.",0,en,1
کوالٹی سے شدید مایوسی ہوئی۔ خریدنے پر افسوس ہے۔ بہت زبردست پروڈکٹ ہے۔,0,ur,1
"It is fine for basic use, but professional users might want more. Recommended.",1,en,3
اس کچرے پر اپنے پیسے برباد مت کریں۔ بہت زبردست پروڈکٹ ہے۔,0,ur,1
"Actually, The customer service was great and the product is top notch. Disappointed.",2,en,5
"Basic usage ke liye thik hai, high-end works ke liye suitable nahi.",1,ur_roman,3
"मेरा मानना है कि यह बहुत बढ़िया उत्पाद है, अत्यधिक अनुशंसित! धन्यवाद!",2,hi,4
Superb build quality and very user-friendly interface.,2,en,4
Sachi baat to ye hai k Battery backup boht zabardast hai aur screen quality bhi kamal hai.!,2,ur_roman,4
پیسے ضائع ہو گئے، بالکل بھی نہ خریدیں۔ سخت مایوسی ہوئی۔ شکریہ۔,0,ur,2
"कीमत के हिसाब से ठीक है, लेकिन बहुत उम्मीद न करें। बहुत अच्छा लगा।",1,hi,3
Absolutely love this item! Works like a charm.,2,en,4
میرا ذاتی تجربہ ہے کہ، پانچ ستارے! میری توقعات سے بڑھ کر نکلا۔۔,2,ur,4
تسلی بخش خریداری۔ نہ برا ہے نہ بہت اچھا۔ مایوسی ہوئی۔,1,ur,3
سچ تو یہ ہے کہ، انتہائی خراب تجربہ۔ ایک ہفتے کے بعد چلنا بند ہو گیا۔ مایوسی ہوئی۔,0,ur,1
"Actually, Customer support was unhelpful and the product is broken.",0,en,1
"सच कहूं तो, खराब डिज़ाइन, इस्तेमाल करने में बहुत असुविधाजनक। वापस कर रहा हूँ। बहुत अच्छा लगा।",0,hi,2
इस कचरे पर अपना पैसा बर्बाद न करें।।,0,hi,2
میرا ذاتی تجربہ ہے کہ، ٹھیک ہے لیکن ڈیزائن اور کوالٹی مزید بہتر ہو سکتی تھی۔۔,1,ur,3
قیمت کے لحاظ سے بہترین معیار۔ تیز ڈیلیوری بھی۔,2,ur,5
मेरा मानना है कि औसत अनुभव। उत्पाद काम करता है लेकिन कुछ छोटी समस्याएं हैं।।,1,hi,3
Great battery life and crystal clear screen. Love it!,2,en,5
سچ تو یہ ہے کہ، تسلی بخش خریداری۔ نہ برا ہے نہ بہت اچھا۔ شکریہ۔,1,ur,3
"सच कहूं तो, साधारण उत्पाद है। काम चल जाता है। बहुत अच्छा लगा।",1,hi,3
Mera opinion ye hai k Best purchase hai meri is saal ki. Maza aa gaya use karke. Paisa vasool.,2,ur_roman,4
इस आइटम से बिल्कुल प्यार है! बहुत अच्छा काम करता है। बिल्कुल पसंद नहीं आया।,2,hi,5
شاندار بناوٹ اور استعمال میں انتہائی آسان انٹرفیس۔,2,ur,4
بہترین بیٹری لائف اور شاندار ڈسپلے۔ مجھے یہ پسند آیا!,2,ur,5
میرا ذاتی تجربہ ہے کہ، بنیادی استعمال کے لیے ٹھیک ہے، لیکن پیشہ ورانہ استعمال کے لیے نہیں۔ شکریہ۔,1,ur,3
"Mera opinion ye hai k Basic usage ke liye thik hai, high-end works ke liye suitable nahi.!",1,ur_roman,3
बैटरी लाइफ बहुत अच्छी है और स्क्रीन साफ है। बहुत पसंद आया!,2,hi,4
"Sachi baat to ye hai k Theek thaak product hai, normal kaam karta hai. Kuch special nahi.!",1,ur_roman,3
"My honest review: Average performance, average battery life.!",1,en,3
"Honestly, Superb build quality and very user-friendly interface.",2,en,4
"Mera opinion ye hai k Zabardast product hai, boht pasand aya. Zaroor dobara loonga.",2,ur_roman,4
Satisafactory purchase hai. Na boht acha na kharab.,1,ur_roman,3
"Theek thaak product hai, normal kaam karta hai. Kuch special nahi.!",1,ur_roman,3
Sachi baat to ye hai k Satisafactory purchase hai. Na boht acha na kharab.,1,ur_roman,3
"Actually, Excellent quality for the price. Fast delivery too.",2,en,4
"Ye product bohat achi hai, main iski high recommendation deta hoon! Paisa vasool.",2,ur_roman,4
میرا ذاتی تجربہ ہے کہ، پروڈکٹ دکھنے میں بھی سستی ہے اور کام بھی نہیں کرتی۔ شکریہ۔,0,ur,1
اپنی خریداری سے واقعی مطمئن ہوں۔ دوبارہ خریدوں گا۔ بہت زبردست پروڈکٹ ہے۔,2,ur,5
My honest review: The customer service was great and the product is top notch.!,2,en,4
Build quality kamaal ki hai aur use karna boht easy hai. Don't buy.,2,ur_roman,4
"Sachi baat to ye hai k Basic usage ke liye thik hai, high-end works ke liye suitable nahi. Boht pyari product hai.",1,ur_roman,3
My honest review: Shipping was fast but the product is just average. Really nice.,1,en,3
इस कचरे पर अपना पैसा बर्बाद न करें।,0,hi,1
The product looks cheap and functions even worse.,0,en,1
پیسے ضائع ہو گئے، بالکل بھی نہ خریدیں۔ سخت مایوسی ہوئی۔ بہت زبردست پروڈکٹ ہے۔,0,ur,1
"सच कहूं तो, अत्यंत निम्न गुणवत्ता। विवरण पूरी तरह से भ्रामक था। बहुत अच्छा लगा।",0,hi,1
मेरा मानना है कि बैटरी 2 घंटे से भी कम समय में खत्म हो जाती है। इसे न खरीदें।।,0,hi,2
बैटरी 2 घंटे से भी कम समय में खत्म हो जाती है। इसे न खरीदें। बिल्कुल पसंद नहीं आया।,0,hi,2
Satisafactory purchase hai. Na boht acha na kharab. Paisa vasool.,1,ur_roman,3
"सच कहूं तो, यह ठीक-ठाक है, सामान्य काम करता है। कुछ खास नहीं।।",1,hi,3
"खराब डिज़ाइन, इस्तेमाल करने में बहुत असुविधाजनक। वापस कर रहा हूँ।।",0,hi,2
Mera opinion ye hai k Five stars! Meri umeedon se zyada acha nikla ye mobile. Boht pyari product hai.,2,ur_roman,5
"Normal sa phone hai, simple requirements ke liye standard hai. Boht pyari product hai.",1,ur_roman,3
"Bohat hi fazool product hai, pehle din hi kharab ho gyi! Paisa vasool.",0,ur_roman,2
سچ تو یہ ہے کہ، شاندار بناوٹ اور استعمال میں انتہائی آسان انٹرفیس۔ مایوسی ہوئی۔,2,ur,4
بیٹری 2 گھنٹے بھی نہیں چلتی۔ اسے بالکل مت خریدیں۔,0,ur,1
انتہائی خراب تجربہ۔ ایک ہفتے کے بعد چلنا بند ہو گیا۔,0,ur,1
سچ تو یہ ہے کہ، اس کچرے پر اپنے پیسے برباد مت کریں۔ بہت زبردست پروڈکٹ ہے۔,0,ur,2
اس کچرے پر اپنے پیسے برباد مت کریں۔,0,ur,1
Average experience. The product works but has some minor issues. Recommended.,1,en,3
"Basic usage ke liye thik hai, high-end works ke liye suitable nahi.!",1,ur_roman,3
गुणवत्ता से बहुत निराश हूँ। खरीदने पर पछतावा है।,0,hi,2
Broken item mili aur support walon ne response bhi nahi diya.,0,ur_roman,1
"ठीक उत्पाद है, बिल्ड क्वालिटी बेहतर हो सकती थी।",1,hi,3
अपनी खरीद से वास्तव में संतुष्ट हूँ। फिर से खरीदूँगा।।,2,hi,4
Battery drains in less than 2 hours. Do not buy this.!,0,en,1
میرا ذاتی تجربہ ہے کہ، بنیادی استعمال کے لیے ٹھیک ہے، لیکن پیشہ ورانہ استعمال کے لیے نہیں۔ بہت زبردست پروڈکٹ ہے۔,1,ur,3
"खराब डिज़ाइन, इस्तेमाल करने में बहुत असुविधाजनक। वापस कर रहा हूँ।",0,hi,1
"Mera opinion ye hai k Boht lightweight hai, easily carry ho jata hai aur solid hai.!",2,ur_roman,4
"Bas regular quality hai, jesa bataya gaya tha wesa hi kaam karta hai. Boht pyari product hai.",1,ur_roman,3
"मेरा मानना है कि यह ठीक-ठाक है, सामान्य काम करता है। कुछ खास नहीं। बिल्कुल पसंद नहीं आया।",1,hi,3
Five stars! Exceeded my expectations in every way. Recommended.,2,en,4
ٹھیک ہے لیکن ڈیزائن اور کوالٹی مزید بہتر ہو سکتی تھی۔,1,ur,3
"Theek thaak product hai, normal kaam karta hai. Kuch special nahi.",1,ur_roman,3
سروس بہت اچھی تھی اور پروڈکٹ بھی لاجواب ہے۔ مایوسی ہوئی۔,2,ur,5
मेरा मानना है कि उत्पाद बहुत बढ़िया है और इसकी पैकेजिंग भी अच्छी थी।।,2,hi,5
Five stars! Meri umeedon se zyada acha nikla ye mobile. Don't buy.,2,ur_roman,5
The customer service was great and the product is top notch.,2,en,4
"Actually, Customer support was unhelpful and the product is broken. Really nice.",0,en,1
میرا ذاتی تجربہ ہے کہ، اپنی خریداری سے واقعی مطمئن ہوں۔ دوبارہ خریدوں گا۔ بہت زبردست پروڈکٹ ہے۔,2,ur,5
Sachi baat to ye hai k Worst quality ever. Regret ho raha hai paise kharab karke. Boht pyari product hai.,0,ur_roman,1
بنیادی استعمال کے لیے ٹھیک ہے، لیکن پیشہ ورانہ استعمال کے لیے نہیں۔,1,ur,3
کسٹمر سپورٹ کا رویہ خراب تھا اور پروڈکٹ ٹوٹی ہوئی ملی۔ بہت زبردست پروڈکٹ ہے۔,0,ur,2
Customer care boht acha tha aur product to premium quality ki hai. Don't buy.,2,ur_roman,4
"Honestly, Worst purchase ever, absolute waste of money. Really nice.",0,en,1
"This product is absolutely amazing, highly recommended!",2,en,5
"Fair value for the price, but don't expect too much.",1,en,3
मेरा मानना है कि गुणवत्ता से बहुत निराश हूँ। खरीदने पर पछतावा है। बिल्कुल पसंद नहीं आया।,0,hi,1
"Honestly, Battery drains in less than 2 hours. Do not buy this. Really nice.",0,en,2
"It is okay, nothing special but works fine.",1,en,3
"सच कहूं तो, यह बहुत बढ़िया उत्पाद है, अत्यधिक अनुशंसित! धन्यवाद!",2,hi,5
"मेरा मानना है कि बहुत हल्का, पोर्टेबल और अत्यधिक टिकाऊ।।",2,hi,5
"My honest review: Decent product, build quality could be better.!",1,en,3
मेरा मानना है कि बैटरी लाइफ बहुत अच्छी है और स्क्रीन साफ है। बहुत पसंद आया! बिल्कुल पसंद नहीं आया।,2,hi,4
Average experience. The product works but has some minor issues.,1,en,3
"मेरा मानना है कि खराब डिज़ाइन, इस्तेमाल करने में बहुत असुविधाजनक। वापस कर रहा हूँ। बिल्कुल पसंद नहीं आया।",0,hi,2
سچ تو یہ ہے کہ، بہت ہلکا پھلکا، پورٹیبل اور انتہائی پائیدار۔۔,2,ur,4
My honest review: Very disappointed with the quality. Highly regret buying.,0,en,1
"My honest review: Worst purchase ever, absolute waste of money. Disappointed.",0,en,2
میرا ذاتی تجربہ ہے کہ، نارمل پروڈکٹ ہے، روزمرہ کام کے لیے مناسب ہے۔ بہت زبردست پروڈکٹ ہے۔,1,ur,3
سچ تو یہ ہے کہ، اوسط کارکردگی ہے، کوئی خاص بات نہیں۔ ٹھیک ہے۔ مایوسی ہوئی۔,1,ur,3
मेरा मानना है कि शानदार बिल्ड क्वालिटी और बहुत उपयोगकर्ता के अनुकूल इंटरफेस।।,2,hi,5
انتہائی خراب تجربہ۔ ایک ہفتے کے بعد چلنا بند ہو گیا۔۔,0,ur,1
बैटरी 2 घंटे से भी कम समय में खत्म हो जाती है। इसे न खरीदें।,0,hi,1
بہت ہی ناقص پروڈکٹ ہے، پہلے ہی دن خراب ہو گئی! شکریہ۔,0,ur,2
"My honest review: Just regular quality, does the job as advertised. Recommended.",1,en,3
اوسط کارکردگی ہے، کوئی خاص بات نہیں۔ ٹھیک ہے۔,1,ur,3
"Actually, Really satisfied with my purchase. Will buy again. Recommended.",2,en,4
"Actually, Excellent quality for the price. Fast delivery too. Disappointed.",2,en,4
"Actually, The product looks cheap and functions even worse. Really nice.",0,en,1
میرا ذاتی تجربہ ہے کہ، کوالٹی سے شدید مایوسی ہوئی۔ خریدنے پر افسوس ہے۔ مایوسی ہوئی۔,0,ur,2
"Honestly, Decent product, build quality could be better. Really nice.",1,en,3
"Honestly, Fair value for the price, but don't expect too much. Really nice.",1,en,3
سچ تو یہ ہے کہ، تسلی بخش خریداری۔ نہ برا ہے نہ بہت اچھا۔ شکریہ۔,1,ur,3
"Sachi baat to ye hai k Zabardast product hai, boht pasand aya. Zaroor dobara loonga.",2,ur_roman,4
سروس بہت اچھی تھی اور پروڈکٹ بھی لاجواب ہے۔,2,ur,5
میرا ذاتی تجربہ ہے کہ، سروس بہت اچھی تھی اور پروڈکٹ بھی لاجواب ہے۔۔,2,ur,5
"Normal sa phone hai, simple requirements ke liye standard hai.",1,ur_roman,3
"Actually, Mediocre product. It works but feels cheap. Recommended.",1,en,3
"Sachi baat to ye hai k Paisa waste hai, bilkul mat khareedein. Boht afsos hua buy karke. Boht pyari product hai.",0,ur_roman,2
"सच कहूं तो, इस साल की मेरी सबसे अच्छी खरीद। उच्च गुणवत्ता।।",2,hi,5
Avg experience raha. Chal to rha hai par thode issues hain.,1,ur_roman,3
"सच कहूं तो, ठीक उत्पाद है, बिल्ड क्वालिटी बेहतर हो सकती थी।।",1,hi,3
Absolutely love this item! Bohot hi achi performance hai.,2,ur_roman,5
پروڈکٹ دکھنے میں بھی سستی ہے اور کام بھی نہیں کرتی۔,0,ur,1
"ठीक उत्पाद है, बिल्ड क्वालिटी बेहतर हो सकती थी। बहुत अच्छा लगा।",1,hi,3
"मेरा मानना है कि यह ठीक-ठाक है, सामान्य काम करता है। कुछ खास नहीं। धन्यवाद!",1,hi,3
"Poor design hai, use karne me boht mushkil ho rahi hai.!",0,ur_roman,2
میرا ذاتی تجربہ ہے کہ، اوسط تجربہ رہا۔ پروڈکٹ کام کرتی ہے لیکن کچھ معمولی مسائل ہیں۔ شکریہ۔,1,ur,3
میرا ذاتی تجربہ ہے کہ، کام تو کرتا ہے لیکن بناوٹ سستی معلوم ہوتی ہے۔ مایوسی ہوئی۔,1,ur,3
"सच कहूं तो, साधारण उत्पाद है। काम चल जाता है।।",1,hi,3
"My honest review: Terrible product, broke on the first day of use!",0,en,2
"Mera opinion ye hai k Boht lightweight hai, easily carry ho jata hai aur solid hai. Don't buy.",2,ur_roman,5
"Mera opinion ye hai k Paisa waste hai, bilkul mat khareedein. Boht afsos hua buy karke. Don't buy.",0,ur_roman,2
अत्यंत निम्न गुणवत्ता। विवरण पूरी तरह से भ्रामक था।,0,hi,2
"My honest review: Poor design, very uncomfortable to use. Returning it. Really nice.",0,en,1
"सच कहूं तो, शानदार बिल्ड क्वालिटी और बहुत उपयोगकर्ता के अनुकूल इंटरफेस। बिल्कुल पसंद नहीं आया।",2,hi,4
"My honest review: Decent product, build quality could be better. Recommended.",1,en,3
Horrible experience! Ek week me hi display chala gaya iska.,0,ur_roman,1
"बहुत हल्का, पोर्टेबल और अत्यधिक टिकाऊ।",2,hi,4
قیمت کے لحاظ سے مناسب ہے لیکن زیادہ توقع نہ رکھیں۔ بہت زبردست پروڈکٹ ہے۔,1,ur,3
"मेरा मानना है कि खराब डिज़ाइन, इस्तेमाल करने में बहुत असुविधाजनक। वापस कर रहा हूँ। धन्यवाद!",0,hi,2
Worst quality ever. Regret ho raha hai paise kharab karke. Don't buy.,0,ur_roman,1
"My honest review: Fair value for the price, but don't expect too much. Disappointed.",1,en,3
"Poor design, very uncomfortable to use. Returning it.",0,en,2
میرا ذاتی تجربہ ہے کہ، قیمت کے لحاظ سے مناسب ہے لیکن زیادہ توقع نہ رکھیں۔ شکریہ۔,1,ur,3
Five stars! Meri umeedon se zyada acha nikla ye mobile. Paisa vasool.,2,ur_roman,4
"सच कहूं तो, औसत प्रदर्शन, औसत बैटरी लाइफ। ठीक है।।",1,hi,3
"Very lightweight, portable, and extremely durable.",2,en,4
"Mera opinion ye hai k Boht lightweight hai, easily carry ho jata hai aur solid hai.!",2,ur_roman,4
"Actually, Excellent quality for the price. Fast delivery too. Recommended.",2,en,4
"My honest review: Just regular quality, does the job as advertised. Really nice.",1,en,3
پانچ ستارے! میری توقعات سے بڑھ کر نکلا۔,2,ur,5
बहुत ही घटिया अनुभव। एक हफ्ते के बाद काम करना बंद कर दिया।,0,hi,1
Mera opinion ye hai k Avg experience raha. Chal to rha hai par thode issues hain.,1,ur_roman,3
"Honestly, The product looks cheap and functions even worse. Disappointed.",0,en,1
پانچ ستارے! میری توقعات سے بڑھ کر نکلا۔ شکریہ۔,2,ur,4
"Normal quality hai, build quality thodi aur behtar ho sakti thi. Boht pyari product hai.",1,ur_roman,3
"Mera opinion ye hai k Boht lightweight hai, easily carry ho jata hai aur solid hai.",2,ur_roman,5
میرا ذاتی تجربہ ہے کہ، بیٹری 2 گھنٹے بھی نہیں چلتی۔ اسے بالکل مت خریدیں۔۔,0,ur,2
My honest review: Superb build quality and very user-friendly interface. Disappointed.,2,en,5
میرا ذاتی تجربہ ہے کہ، بہت ہی گھٹیا کوالٹی۔ تفصیلات بالکل جھوٹ پر مبنی تھیں۔ شکریہ۔,0,ur,1
"अब तक की सबसे खराब खरीद, पैसे की पूरी बर्बादी। बहुत अच्छा लगा।",0,hi,1
"सच कहूं तो, ठीक उत्पाद है, बिल्ड क्वालिटी बेहतर हो सकती थी।।",1,hi,3
