review,label,language,rating
"सच कहूं तो, कीमत के हिसाब से ठीक है, लेकिन बहुत उम्मीद न करें। बहुत अच्छा लगा।",1,hi,3
"Mera opinion ye hai k Paisa waste hai, bilkul mat khareedein. Boht afsos hua buy karke.!",0,ur_roman,2
میرا ذاتی تجربہ ہے کہ، بہت ہی گھٹیا کوالٹی۔ تفصیلات بالکل جھوٹ پر مبنی تھیں۔ مایوسی ہوئی۔,0,ur,1
"सच कहूं तो, उत्पाद सस्ता दिखता है और काम और भी खराब करता है। बिल्कुल पसंद नहीं आया।",0,hi,1
انتہائی خراب تجربہ۔ ایک ہفتے کے بعد چلنا بند ہو گیا۔۔,0,ur,1
Mera opinion ye hai k Broken item mili aur support walon ne response bhi nahi diya.,0,ur_roman,2
سچ تو یہ ہے کہ، اوسط کارکردگی ہے، کوئی خاص بات نہیں۔ ٹھیک ہے۔ مایوسی ہوئی۔,1,ur,3
"Honestly, Satisfactory purchase. Not bad, not great. Disappointed.",1,en,3
"Actually, The customer service was great and the product is top notch. Disappointed.",2,en,5
बैटरी लाइफ बहुत अच्छी है और स्क्रीन साफ है। बहुत पसंद आया!,2,hi,4
"बस नियमित गुणवत्ता, विज्ञापन के अनुसार काम करता है। धन्यवाद!",1,hi,3
تسلی بخش خریداری۔ نہ برا ہے نہ بہت اچھا۔,1,ur,3
"औसत प्रदर्शन, औसत बैटरी लाइफ। ठीक है।",1,hi,3
"कीमत के हिसाब से ठीक है, लेकिन बहुत उम्मीद न करें।",1,hi,3
"Normal sa phone hai, simple requirements ke liye standard hai.!",1,ur_roman,3
"Average performance, average battery life.",1,en,3
یہ پروڈکٹ واقعی شاندار ہے، میں اس کی انتہائی سفارش کرتا ہوں!,2,ur,4
"सच कहूं तो, अब तक की सबसे खराब खरीद, पैसे की पूरी बर्बादी। बिल्कुल पसंद नहीं आया।",0,hi,1
अत्यंत निम्न गुणवत्ता। विवरण पूरी तरह से भ्रामक था।,0,hi,2
मेरा मानना है कि औसत अनुभव। उत्पाद काम करता है लेकिन कुछ छोटी समस्याएं हैं।।,1,hi,3
"Actually, Excellent quality for the price. Fast delivery too. Disappointed.",2,en,4
سچ تو یہ ہے کہ، کوالٹی سے شدید مایوسی ہوئی۔ خریدنے پر افسوس ہے۔ شکریہ۔,0,ur,2
"Actually, It is fine for basic use, but professional users might want more. Recommended.",1,en,3
Mediocre product. It works but feels cheap.,1,en,3
"मेरा मानना है कि ठीक उत्पाद है, बिल्ड क्वालिटी बेहतर हो सकती थी। बहुत अच्छा लगा।",1,hi,3
"Sachi baat to ye hai k Price ke hisab se okay product hai, zyada umeed mat rakhein. Don't buy.",1,ur_roman,3
سروس بہت اچھی تھی اور پروڈکٹ بھی لاجواب ہے۔,2,ur,5
Average experience. The product works but has some minor issues. Recommended.,1,en,3
میرا ذاتی تجربہ ہے کہ، بہت ہی گھٹیا کوالٹی۔ تفصیلات بالکل جھوٹ پر مبنی تھیں۔۔,0,ur,1
Do not waste your money on this garbage.,0,en,1
मेरा मानना है कि अत्यंत निम्न गुणवत्ता। विवरण पूरी तरह से भ्रामक था। बिल्कुल पसंद नहीं आया।,0,hi,2
मेरा मानना है कि बैटरी 2 घंटे से भी कम समय में खत्म हो जाती है। इसे न खरीदें। बहुत अच्छा लगा।,0,hi,1
میرا ذاتی تجربہ ہے کہ، کوالٹی سے شدید مایوسی ہوئی۔ خریدنے پر افسوس ہے۔ مایوسی ہوئی۔,0,ur,2
"सच कहूं तो, इस साल की मेरी सबसे अच्छी खरीद। उच्च गुणवत्ता। धन्यवाद!",2,hi,5
Mera opinion ye hai k Price ke hisab se behtareen quality hai. Delivery bhi fast thi. Paisa vasool.,2,ur_roman,4
Horrible experience! Ek week me hi display chala gaya iska.,0,ur_roman,1
Sachi baat to ye hai k Extremely low quality. Description bilkul galat thi iski. Paisa vasool.,0,ur_roman,1
تسلی بخش خریداری۔ نہ برا ہے نہ بہت اچھا۔ مایوسی ہوئی۔,1,ur,3
میرا ذاتی تجربہ ہے کہ، نارمل پروڈکٹ ہے، روزمرہ کام کے لیے مناسب ہے۔ بہت زبردست پروڈکٹ ہے۔,1,ur,3
بہت ہلکا پھلکا، پورٹیبل اور انتہائی پائیدار۔,2,ur,5
"Actually, Customer support was unhelpful and the product is broken. Really nice.",0,en,1
"Mera opinion ye hai k Boht lightweight hai, easily carry ho jata hai aur solid hai.!",2,ur_roman,4
میرا ذاتی تجربہ ہے کہ، پروڈکٹ دکھنے میں بھی سستی ہے اور کام بھی نہیں کرتی۔ بہت زبردست پروڈکٹ ہے۔,0,ur,2
Customer support was unhelpful and the product is broken.,0,en,2
"Actually, Great battery life and crystal clear screen. Love it!",2,en,4
اوسط تجربہ رہا۔ پروڈکٹ کام کرتی ہے لیکن کچھ معمولی مسائل ہیں۔,1,ur,3
Mera opinion ye hai k Satisafactory purchase hai. Na boht acha na kharab. Don't buy.,1,ur_roman,3
"सच कहूं तो, उत्पाद बहुत बढ़िया है और इसकी पैकेजिंग भी अच्छी थी। बहुत अच्छा लगा।",2,hi,4
My honest review: Extremely low quality. The description was completely misleading. Disappointed.,0,en,2
"Mera opinion ye hai k Poor design hai, use karne me boht mushkil ho rahi hai. Boht pyari product hai.",0,ur_roman,1
"मेरा मानना है कि गुणवत्ता बहुत खराब है, बिल्कुल भी काम नहीं करता। धन्यवाद!",0,hi,1
Sachi baat to ye hai k Product boht sasti lagti hai aur kaam bilkul nahi karti. Paisa vasool.,0,ur_roman,1
میرا ذاتی تجربہ ہے کہ، کسٹمر سپورٹ کا رویہ خراب تھا اور پروڈکٹ ٹوٹی ہوئی ملی۔ مایوسی ہوئی۔,0,ur,2
"Actually, It is fine for basic use, but professional users might want more. Disappointed.",1,en,3
"Is kachray pe apna paisa zaya mat karein, bekar hai. Boht pyari product hai.",0,ur_roman,1
इस आइटम से बिल्कुल प्यार है! बहुत अच्छा काम करता है। बिल्कुल पसंद नहीं आया।,2,hi,5
"सच कहूं तो, यह बहुत बढ़िया उत्पाद है, अत्यधिक अनुशंसित! धन्यवाद!",2,hi,5
"Mera opinion ye hai k Ye product bohat achi hai, main iski high recommendation deta hoon! Don't buy.",2,ur_roman,4
"सच कहूं तो, इस साल की मेरी सबसे अच्छी खरीद। उच्च गुणवत्ता।।",2,hi,5
Average experience. The product works but has some minor issues.,1,en,3
"Actually, Mediocre product. It works but feels cheap. Recommended.",1,en,3
"सच कहूं तो, गुणवत्ता बहुत खराब है, बिल्कुल भी काम नहीं करता। धन्यवाद!",0,hi,1
"Honestly, Just regular quality, does the job as advertised. Recommended.",1,en,3
Really satisfied with my purchase. Will buy again.,2,en,5
"मेरा मानना है कि यह ठीक-ठाक है, सामान्य काम करता है। कुछ खास नहीं। धन्यवाद!",1,hi,3
"सच कहूं तो, बैटरी लाइफ बहुत अच्छी है और स्क्रीन साफ है। बहुत पसंद आया!।",2,hi,4
Shipping was fast but the product is just average. Disappointed.,1,en,3
Sachi baat to ye hai k Best purchase hai meri is saal ki. Maza aa gaya use karke. Don't buy.,2,ur_roman,5
My honest review: Battery drains in less than 2 hours. Do not buy this.!,0,en,2
میرا ذاتی تجربہ ہے کہ، بنیادی استعمال کے لیے ٹھیک ہے، لیکن پیشہ ورانہ استعمال کے لیے نہیں۔ شکریہ۔,1,ur,3
پیسے ضائع ہو گئے، بالکل بھی نہ خریدیں۔ سخت مایوسی ہوئی۔,0,ur,1
My honest review: Five stars! Exceeded my expectations in every way.,2,en,4
"This product is absolutely amazing, highly recommended!",2,en,5
"Is kachray pe apna paisa zaya mat karein, bekar hai. Boht pyari product hai.",0,ur_roman,1
"Mera opinion ye hai k Basic usage ke liye thik hai, high-end works ke liye suitable nahi.!",1,ur_roman,3
میرا ذاتی تجربہ ہے کہ، یہ عام سی چیز ہے، نہ زیادہ اچھی نہ خراب۔ کام چل جاتا ہے۔۔,1,ur,3
میرا ذاتی تجربہ ہے کہ، پانچ ستارے! میری توقعات سے بڑھ کر نکلا۔۔,2,ur,4
"Basic usage ke liye thik hai, high-end works ke liye suitable nahi.!",1,ur_roman,3
मेरा मानना है कि ठीक-ठाक काम करता है पर सामग्री सस्ती लगती है। धन्यवाद!,1,hi,3
"Actually, Superb build quality and very user-friendly interface. Recommended.",2,en,5
اس کچرے پر اپنے پیسے برباد مت کریں۔,0,ur,1
"Honestly, Battery drains in less than 2 hours. Do not buy this. Really nice.",0,en,2
"Honestly, Shipping was fast but the product is just average.!",1,en,3
بس عام معیار کا ہے، جیسا بتایا گیا تھا ویسا ہی ہے۔,1,ur,3
"सच कहूं तो, औसत प्रदर्शन, औसत बैटरी लाइफ। ठीक है। धन्यवाद!",1,hi,3
"Actually, Really satisfied with my purchase. Will buy again. Recommended.",2,en,4
میرا ذاتی تجربہ ہے کہ، پیسے ضائع ہو گئے، بالکل بھی نہ خریدیں۔ سخت مایوسی ہوئی۔ مایوسی ہوئی۔,0,ur,1
شاندار بناوٹ اور استعمال میں انتہائی آسان انٹرفیس۔,2,ur,4
Do not waste your money on this garbage.,0,en,2
उत्पाद सस्ता दिखता है और काम और भी खराब करता है। बहुत अच्छा लगा।,0,hi,2
"मेरा मानना है कि खराब डिज़ाइन, इस्तेमाल करने में बहुत असुविधाजनक। वापस कर रहा हूँ। धन्यवाद!",0,hi,2
Sachi baat to ye hai k Work karta hai par feel kafi cheap quality ki hai.,1,ur_roman,3
اوسط کارکردگی ہے، کوئی خاص بات نہیں۔ ٹھیک ہے۔,1,ur,3
"बहुत खराब उत्पाद है, पहले ही दिन टूट गया!",0,hi,1
उत्पाद सस्ता दिखता है और काम और भी खराब करता है। बहुत अच्छा लगा।,0,hi,1
Sachi baat to ye hai k Avg experience raha. Chal to rha hai par thode issues hain.!,1,ur_roman,3
بہت ہی ناقص پروڈکٹ ہے، پہلے ہی دن خراب ہو گئی!,0,ur,1
मेरा मानना है कि अपनी खरीद से वास्तव में संतुष्ट हूँ। फिर से खरीदूँगा। धन्यवाद!,2,hi,4
"It is okay, nothing special but works fine. Really nice.",1,en,3
"Mera opinion ye hai k Boht lightweight hai, easily carry ho jata hai aur solid hai.",2,ur_roman,5
My honest review: Best purchase I have made this year. High quality.!,2,en,4
My honest review: Mediocre product. It works but feels cheap.,1,en,3
गुणवत्ता से बहुत निराश हूँ। खरीदने पर पछतावा है। बिल्कुल पसंद नहीं आया।,0,hi,2
"Honestly, Worst purchase ever, absolute waste of money. Really nice.",0,en,1
"सच कहूं तो, खराब डिज़ाइन, इस्तेमाल करने में बहुत असुविधाजनक। वापस कर रहा हूँ। बहुत अच्छा लगा।",0,hi,2
Mera opinion ye hai k Broken item mili aur support walon ne response bhi nahi diya. Don't buy.,0,ur_roman,1
Sachi baat to ye hai k Absolutely love this item! Bohot hi achi performance hai. Paisa vasool.,2,ur_roman,4
میرا ذاتی تجربہ ہے کہ، پروڈکٹ دکھنے میں بھی سستی ہے اور کام بھی نہیں کرتی۔۔,0,ur,2
میرا ذاتی تجربہ ہے کہ، بنیادی استعمال کے لیے ٹھیک ہے، لیکن پیشہ ورانہ استعمال کے لیے نہیں۔ بہت زبردست پروڈکٹ ہے۔,1,ur,3
بنیادی استعمال کے لیے ٹھیک ہے، لیکن پیشہ ورانہ استعمال کے لیے نہیں۔,1,ur,3
Sachi baat to ye hai k Price ke hisab se behtareen quality hai. Delivery bhi fast thi.!,2,ur_roman,5
میرا ذاتی تجربہ ہے کہ، کام تو کرتا ہے لیکن بناوٹ سستی معلوم ہوتی ہے۔ بہت زبردست پروڈکٹ ہے۔,1,ur,3
बैटरी 2 घंटे से भी कम समय में खत्म हो जाती है। इसे न खरीदें।,0,hi,1
Five stars! Meri umeedon se zyada acha nikla ye mobile.,2,ur_roman,4
"Bas regular quality hai, jesa bataya gaya tha wesa hi kaam karta hai. Paisa vasool.",1,ur_roman,3
"My honest review: Just regular quality, does the job as advertised. Disappointed.",1,en,3
"यह बुनियादी उपयोग के लिए ठीक है, लेकिन दूसरों को निराशा हो सकती है। धन्यवाद!",1,hi,3
بہت ہی ناقص پروڈکٹ ہے، پہلے ہی دن خراب ہو گئی! شکریہ۔,0,ur,2
"सच कहूं तो, बहुत ही घटिया अनुभव। एक हफ्ते के बाद काम करना बंद कर दिया। बिल्कुल पसंद नहीं आया।",0,hi,1
Mera opinion ye hai k Build quality kamaal ki hai aur use karna boht easy hai.!,2,ur_roman,5
یہ عام سی چیز ہے، نہ زیادہ اچھی نہ خراب۔ کام چل جاتا ہے۔,1,ur,3
"Normal quality hai, build quality thodi aur behtar ho sakti thi.",1,ur_roman,3
My honest review: Customer support was unhelpful and the product is broken.,0,en,1
"My honest review: Poor design, very uncomfortable to use. Returning it. Really nice.",0,en,1
میرا ذاتی تجربہ ہے کہ، انتہائی خراب تجربہ۔ ایک ہفتے کے بعد چلنا بند ہو گیا۔ شکریہ۔,0,ur,2
"Zabardast product hai, boht pasand aya. Zaroor dobara loonga.",2,ur_roman,5
उत्पाद बहुत बढ़िया है और इसकी पैकेजिंग भी अच्छी थी।,2,hi,5
मेरा मानना है कि औसत अनुभव। उत्पाद काम करता है लेकिन कुछ छोटी समस्याएं हैं। बहुत अच्छा लगा।,1,hi,3
"सच कहूं तो, इस कचरे पर अपना पैसा बर्बाद न करें।।",0,hi,2
मेरा मानना है कि साधारण उत्पाद है। काम चल जाता है। धन्यवाद!,1,hi,3
इस कचरे पर अपना पैसा बर्बाद न करें।,0,hi,1
"सच कहूं तो, साधारण उत्पाद है। काम चल जाता है।।",1,hi,3
سچ تو یہ ہے کہ، اس کچرے پر اپنے پیسے برباد مت کریں۔ مایوسی ہوئی۔,0,ur,1
"Sachi baat to ye hai k Bohat hi fazool product hai, pehle din hi kharab ho gyi! Paisa vasool.",0,ur_roman,1
"Mera opinion ye hai k Bohat hi fazool product hai, pehle din hi kharab ho gyi! Don't buy.",0,ur_roman,2
"Bohat hi fazool product hai, pehle din hi kharab ho gyi!",0,ur_roman,1
Very disappointed with the quality. Highly regret buying. Recommended.,0,en,1
"मेरा मानना है कि यह ठीक-ठाक है, सामान्य काम करता है। कुछ खास नहीं। बिल्कुल पसंद नहीं आया।",1,hi,3
"Honestly, Do not waste your money on this garbage. Really nice.",0,en,1
سچ تو یہ ہے کہ، سروس بہت اچھی تھی اور پروڈکٹ بھی لاجواب ہے۔ بہت زبردست پروڈکٹ ہے۔,2,ur,4
My honest review: Great battery life and crystal clear screen. Love it! Really nice.,2,en,5
Satisafactory purchase hai. Na boht acha na kharab. Don't buy.,1,ur_roman,3
"Honestly, Really satisfied with my purchase. Will buy again.",2,en,4
मेरा मानना है कि शानदार बिल्ड क्वालिटी और बहुत उपयोगकर्ता के अनुकूल इंटरफेस।।,2,hi,5
"Ye product bohat achi hai, main iski high recommendation deta hoon! Paisa vasool.",2,ur_roman,4
"My honest review: Decent product, build quality could be better.!",1,en,3
میرا ذاتی تجربہ ہے کہ، یہ پروڈکٹ واقعی شاندار ہے، میں اس کی انتہائی سفارش کرتا ہوں! بہت زبردست پروڈکٹ ہے۔,2,ur,4
میرا ذاتی تجربہ ہے کہ، سروس بہت اچھی تھی اور پروڈکٹ بھی لاجواب ہے۔ مایوسی ہوئی۔,2,ur,4
"Ye product bohat achi hai, main iski high recommendation deta hoon!",2,ur_roman,5
سچ تو یہ ہے کہ، شاندار بناوٹ اور استعمال میں انتہائی آسان انٹرفیس۔ مایوسی ہوئی۔,2,ur,4
قیمت کے لحاظ سے بہترین معیار۔ تیز ڈیلیوری بھی۔,2,ur,5
"Actually, Best purchase I have made this year. High quality.!",2,en,4
سچ تو یہ ہے کہ، بہت ہلکا پھلکا، پورٹیبل اور انتہائی پائیدار۔ مایوسی ہوئی۔,2,ur,5
Absolutely love this item! Works like a charm.,2,en,5
سچ تو یہ ہے کہ، اس کچرے پر اپنے پیسے برباد مت کریں۔ بہت زبردست پروڈکٹ ہے۔,0,ur,2
"संतोषजनक खरीद। न खराब, न बहुत अच्छा।",1,hi,3
Five stars! Meri umeedon se zyada acha nikla ye mobile. Paisa vasool.,2,ur_roman,4
Work karta hai par feel kafi cheap quality ki hai.,1,ur_roman,3
"Very lightweight, portable, and extremely durable. Recommended.",2,en,4
میرا ذاتی تجربہ ہے کہ، بیٹری 2 گھنٹے بھی نہیں چلتی۔ اسے بالکل مت خریدیں۔ بہت زبردست پروڈکٹ ہے۔,0,ur,2
मेरा मानना है कि गुणवत्ता से बहुत निराश हूँ। खरीदने पर पछतावा है। बिल्कुल पसंद नहीं आया।,0,hi,1
پیسے ضائع ہو گئے، بالکل بھی نہ خریدیں۔ سخت مایوسی ہوئی۔ شکریہ۔,0,ur,2
बहुत ही घटिया अनुभव। एक हफ्ते के बाद काम करना बंद कर दिया। धन्यवाद!,0,hi,2
"Mera opinion ye hai k Battery 2 ghante bhi nahi chalti. Waste of money, don't buy. Paisa vasool.",0,ur_roman,1
سچ تو یہ ہے کہ، بنیادی استعمال کے لیے ٹھیک ہے، لیکن پیشہ ورانہ استعمال کے لیے نہیں۔ بہت زبردست پروڈکٹ ہے۔,1,ur,3
کوالٹی سے شدید مایوسی ہوئی۔ خریدنے پر افسوس ہے۔ بہت زبردست پروڈکٹ ہے۔,0,ur,1
"मेरा मानना है कि यह बहुत बढ़िया उत्पाद है, अत्यधिक अनुशंसित! धन्यवाद!",2,hi,4
"Actually, Horrible experience. The item stopped working after a week. Really nice.",0,en,2
سچ تو یہ ہے کہ، بہترین بیٹری لائف اور شاندار ڈسپلے۔ مجھے یہ پسند آیا!۔,2,ur,4
"Bas regular quality hai, jesa bataya gaya tha wesa hi kaam karta hai. Don't buy.",1,ur_roman,3
کسٹمر سپورٹ کا رویہ خراب تھا اور پروڈکٹ ٹوٹی ہوئی ملی۔,0,ur,1
मेरा मानना है कि शानदार बिल्ड क्वालिटी और बहुत उपयोगकर्ता के अनुकूल इंटरफेस। बिल्कुल पसंद नहीं आया।,2,hi,5
"Honestly, Five stars! Exceeded my expectations in every way.!",2,en,4
Very disappointed with the quality. Highly regret buying.!,0,en,2
Superb build quality and very user-friendly interface.,2,en,4
"सच कहूं तो, शानदार बिल्ड क्वालिटी और बहुत उपयोगकर्ता के अनुकूल इंटरफेस। बिल्कुल पसंद नहीं आया।",2,hi,4
"Sachi baat to ye hai k Paisa waste hai, bilkul mat khareedein. Boht afsos hua buy karke. Don't buy.",0,ur_roman,1
"My honest review: Just regular quality, does the job as advertised. Really nice.",1,en,3
"My honest review: Decent product, build quality could be better. Recommended.",1,en,3
سچ تو یہ ہے کہ، شاندار بناوٹ اور استعمال میں انتہائی آسان انٹرفیس۔ بہت زبردست پروڈکٹ ہے۔,2,ur,4
"सच कहूं तो, संतोषजनक खरीद। न खराब, न बहुत अच्छा। धन्यवाद!",1,hi,3
"Honestly, Really satisfied with my purchase. Will buy again. Really nice.",2,en,4
"सच कहूं तो, गुणवत्ता बहुत खराब है, बिल्कुल भी काम नहीं करता।।",0,hi,2
"अब तक की सबसे खराब खरीद, पैसे की पूरी बर्बादी।",0,hi,2
بہترین بیٹری لائف اور شاندار ڈسپلے۔ مجھے یہ پسند آیا!,2,ur,5
"Sachi baat to ye hai k Poor design hai, use karne me boht mushkil ho rahi hai. Boht pyari product hai.",0,ur_roman,2
"बहुत हल्का, पोर्टेबल और अत्यधिक टिकाऊ।",2,hi,4
اپنی خریداری سے واقعی مطمئن ہوں۔ دوبارہ خریدوں گا۔ بہت زبردست پروڈکٹ ہے۔,2,ur,5
Mera opinion ye hai k Avg experience raha. Chal to rha hai par thode issues hain.!,1,ur_roman,3
"खराब डिज़ाइन, इस्तेमाल करने में बहुत असुविधाजनक। वापस कर रहा हूँ।।",0,hi,2
"Honestly, Mediocre product. It works but feels cheap.",1,en,3
पांच सितारे! मेरी उम्मीदों से बढ़कर है।,2,hi,5
سچ تو یہ ہے کہ، پانچ ستارے! میری توقعات سے بڑھ کر نکلا۔ شکریہ۔,2,ur,5
سچ تو یہ ہے کہ، اس چیز سے بالکل پیار ہو گیا ہے! بہترین کام کرتی ہے۔ بہت زبردست پروڈکٹ ہے۔,2,ur,5
سچ تو یہ ہے کہ، قیمت کے لحاظ سے بہترین معیار۔ تیز ڈیلیوری بھی۔ بہت زبردست پروڈکٹ ہے۔,2,ur,4
Great battery life and crystal clear screen. Love it!,2,en,5
Best purchase I have made this year. High quality.,2,en,4
نارمل پروڈکٹ ہے، روزمرہ کام کے لیے مناسب ہے۔ شکریہ۔,1,ur,3
Sachi baat to ye hai k Horrible experience! Ek week me hi display chala gaya iska. Boht pyari product hai.,0,ur_roman,1
